from,to,intensity_forecast,intensity_actual,intensity_index
2024-05-01T23:30Z,2024-05-02T00:00Z,66,60,low
2024-05-02T00:00Z,2024-05-02T00:30Z,67,60,low
2024-05-02T00:30Z,2024-05-02T01:00Z,65,59,low
2024-05-02T01:00Z,2024-05-02T01:30Z,67,59,low
2024-05-02T01:30Z,2024-05-02T02:00Z,67,62,low
2024-05-02T02:00Z,2024-05-02T02:30Z,65,64,low
2024-05-02T02:30Z,2024-05-02T03:00Z,67,64,low
2024-05-02T03:00Z,2024-05-02T03:30Z,69,65,low
2024-05-02T03:30Z,2024-05-02T04:00Z,69,71,low
2024-05-02T04:00Z,2024-05-02T04:30Z,69,66,low
2024-05-02T04:30Z,2024-05-02T05:00Z,76,64,low
2024-05-02T05:00Z,2024-05-02T05:30Z,71,70,low
2024-05-02T05:30Z,2024-05-02T06:00Z,69,79,low
2024-05-02T06:00Z,2024-05-02T06:30Z,73,79,low
2024-05-02T06:30Z,2024-05-02T07:00Z,92,78,low
2024-05-02T07:00Z,2024-05-02T07:30Z,86,80,low
2024-05-02T07:30Z,2024-05-02T08:00Z,81,78,low
2024-05-02T08:00Z,2024-05-02T08:30Z,84,72,low
2024-05-02T08:30Z,2024-05-02T09:00Z,82,70,low
2024-05-02T09:00Z,2024-05-02T09:30Z,85,65,low
2024-05-02T09:30Z,2024-05-02T10:00Z,81,60,low
2024-05-02T10:00Z,2024-05-02T10:30Z,80,56,low
2024-05-02T10:30Z,2024-05-02T11:00Z,73,51,low
2024-05-02T11:00Z,2024-05-02T11:30Z,69,52,low
2024-05-02T11:30Z,2024-05-02T12:00Z,68,53,low
2024-05-02T12:00Z,2024-05-02T12:30Z,69,50,low
2024-05-02T12:30Z,2024-05-02T13:00Z,67,50,low
2024-05-02T13:00Z,2024-05-02T13:30Z,63,52,low
2024-05-02T13:30Z,2024-05-02T14:00Z,61,52,low
2024-05-02T14:00Z,2024-05-02T14:30Z,64,56,low
2024-05-02T14:30Z,2024-05-02T15:00Z,64,60,low
2024-05-02T15:00Z,2024-05-02T15:30Z,69,71,low
2024-05-02T15:30Z,2024-05-02T16:00Z,63,81,low
2024-05-02T16:00Z,2024-05-02T16:30Z,48,89,low
2024-05-02T16:30Z,2024-05-02T17:00Z,78,95,low
2024-05-02T17:00Z,2024-05-02T17:30Z,91,103,low
2024-05-02T17:30Z,2024-05-02T18:00Z,99,110,moderate
2024-05-02T18:00Z,2024-05-02T18:30Z,108,113,moderate
2024-05-02T18:30Z,2024-05-02T19:00Z,110,113,moderate
2024-05-02T19:00Z,2024-05-02T19:30Z,116,117,moderate
2024-05-02T19:30Z,2024-05-02T20:00Z,114,112,moderate
2024-05-02T20:00Z,2024-05-02T20:30Z,118,100,low
2024-05-02T20:30Z,2024-05-02T21:00Z,116,91,low
2024-05-02T21:00Z,2024-05-02T21:30Z,119,81,low
2024-05-02T21:30Z,2024-05-02T22:00Z,91,72,low
2024-05-02T22:00Z,2024-05-02T22:30Z,82,71,low
2024-05-02T22:30Z,2024-05-02T23:00Z,74,68,low
2024-05-02T23:00Z,2024-05-02T23:30Z,64,69,low
2024-05-02T23:30Z,2024-05-03T00:00Z,64,70,low
2024-05-03T00:00Z,2024-05-03T00:30Z,65,69,low
2024-05-03T00:30Z,2024-05-03T01:00Z,70,72,low
2024-05-03T01:00Z,2024-05-03T01:30Z,73,72,low
2024-05-03T01:30Z,2024-05-03T02:00Z,73,70,low
2024-05-03T02:00Z,2024-05-03T02:30Z,69,73,low
2024-05-03T02:30Z,2024-05-03T03:00Z,74,75,low
2024-05-03T03:00Z,2024-05-03T03:30Z,79,78,low
2024-05-03T03:30Z,2024-05-03T04:00Z,79,80,low
2024-05-03T04:00Z,2024-05-03T04:30Z,79,92,low
2024-05-03T04:30Z,2024-05-03T05:00Z,81,114,moderate
2024-05-03T05:00Z,2024-05-03T05:30Z,88,128,moderate
2024-05-03T05:30Z,2024-05-03T06:00Z,107,137,moderate
2024-05-03T06:00Z,2024-05-03T06:30Z,133,136,moderate
2024-05-03T06:30Z,2024-05-03T07:00Z,144,131,moderate
2024-05-03T07:00Z,2024-05-03T07:30Z,150,128,moderate
2024-05-03T07:30Z,2024-05-03T08:00Z,124,120,moderate
2024-05-03T08:00Z,2024-05-03T08:30Z,128,117,moderate
2024-05-03T08:30Z,2024-05-03T09:00Z,116,122,moderate
2024-05-03T09:00Z,2024-05-03T09:30Z,114,120,moderate
2024-05-03T09:30Z,2024-05-03T10:00Z,116,116,moderate
2024-05-03T10:00Z,2024-05-03T10:30Z,111,112,moderate
2024-05-03T10:30Z,2024-05-03T11:00Z,105,112,moderate
2024-05-03T11:00Z,2024-05-03T11:30Z,108,113,moderate
2024-05-03T11:30Z,2024-05-03T12:00Z,104,113,moderate
2024-05-03T12:00Z,2024-05-03T12:30Z,107,111,moderate
2024-05-03T12:30Z,2024-05-03T13:00Z,108,109,low
2024-05-03T13:00Z,2024-05-03T13:30Z,109,109,low
2024-05-03T13:30Z,2024-05-03T14:00Z,107,110,moderate
2024-05-03T14:00Z,2024-05-03T14:30Z,107,116,moderate
2024-05-03T14:30Z,2024-05-03T15:00Z,109,124,moderate
2024-05-03T15:00Z,2024-05-03T15:30Z,118,132,moderate
2024-05-03T15:30Z,2024-05-03T16:00Z,126,138,moderate
2024-05-03T16:00Z,2024-05-03T16:30Z,138,143,moderate
2024-05-03T16:30Z,2024-05-03T17:00Z,133,142,moderate
2024-05-03T17:00Z,2024-05-03T17:30Z,148,143,moderate
2024-05-03T17:30Z,2024-05-03T18:00Z,147,142,moderate
2024-05-03T18:00Z,2024-05-03T18:30Z,144,148,moderate
2024-05-03T18:30Z,2024-05-03T19:00Z,126,152,moderate
2024-05-03T19:00Z,2024-05-03T19:30Z,141,151,moderate
2024-05-03T19:30Z,2024-05-03T20:00Z,151,148,moderate
2024-05-03T20:00Z,2024-05-03T20:30Z,137,149,moderate
2024-05-03T20:30Z,2024-05-03T21:00Z,140,146,moderate
2024-05-03T21:00Z,2024-05-03T21:30Z,140,136,moderate
2024-05-03T21:30Z,2024-05-03T22:00Z,144,118,moderate
2024-05-03T22:00Z,2024-05-03T22:30Z,153,107,low
2024-05-03T22:30Z,2024-05-03T23:00Z,127,108,low
2024-05-03T23:00Z,2024-05-03T23:30Z,118,107,low
2024-05-03T23:30Z,2024-05-04T00:00Z,119,106,low
2024-05-04T00:00Z,2024-05-04T00:30Z,123,108,low
2024-05-04T00:30Z,2024-05-04T01:00Z,109,109,low
2024-05-04T01:00Z,2024-05-04T01:30Z,110,107,low
2024-05-04T01:30Z,2024-05-04T02:00Z,114,111,moderate
2024-05-04T02:00Z,2024-05-04T02:30Z,112,114,moderate
2024-05-04T02:30Z,2024-05-04T03:00Z,116,112,moderate
2024-05-04T03:00Z,2024-05-04T03:30Z,119,115,moderate
2024-05-04T03:30Z,2024-05-04T04:00Z,121,114,moderate
2024-05-04T04:00Z,2024-05-04T04:30Z,122,113,moderate
2024-05-04T04:30Z,2024-05-04T05:00Z,118,112,moderate
2024-05-04T05:00Z,2024-05-04T05:30Z,115,114,moderate
2024-05-04T05:30Z,2024-05-04T06:00Z,117,120,moderate
2024-05-04T06:00Z,2024-05-04T06:30Z,117,120,moderate
2024-05-04T06:30Z,2024-05-04T07:00Z,118,129,moderate
2024-05-04T07:00Z,2024-05-04T07:30Z,118,129,moderate
2024-05-04T07:30Z,2024-05-04T08:00Z,117,124,moderate
2024-05-04T08:00Z,2024-05-04T08:30Z,115,115,moderate
2024-05-04T08:30Z,2024-05-04T09:00Z,111,113,moderate
2024-05-04T09:00Z,2024-05-04T09:30Z,104,107,low
2024-05-04T09:30Z,2024-05-04T10:00Z,101,107,low
2024-05-04T10:00Z,2024-05-04T10:30Z,97,105,low
2024-05-04T10:30Z,2024-05-04T11:00Z,100,98,low
2024-05-04T11:00Z,2024-05-04T11:30Z,97,98,low
2024-05-04T11:30Z,2024-05-04T12:00Z,90,99,low
2024-05-04T12:00Z,2024-05-04T12:30Z,93,100,low
2024-05-04T12:30Z,2024-05-04T13:00Z,97,94,low
2024-05-04T13:00Z,2024-05-04T13:30Z,98,99,low
2024-05-04T13:30Z,2024-05-04T14:00Z,101,110,moderate
2024-05-04T14:00Z,2024-05-04T14:30Z,103,116,moderate
2024-05-04T14:30Z,2024-05-04T15:00Z,108,121,moderate
2024-05-04T15:00Z,2024-05-04T15:30Z,118,134,moderate
2024-05-04T15:30Z,2024-05-04T16:00Z,126,148,moderate
2024-05-04T16:00Z,2024-05-04T16:30Z,143,159,moderate
2024-05-04T16:30Z,2024-05-04T17:00Z,159,161,moderate
2024-05-04T17:00Z,2024-05-04T17:30Z,169,167,moderate
2024-05-04T17:30Z,2024-05-04T18:00Z,177,175,moderate
2024-05-04T18:00Z,2024-05-04T18:30Z,175,181,moderate
2024-05-04T18:30Z,2024-05-04T19:00Z,190,185,moderate
2024-05-04T19:00Z,2024-05-04T19:30Z,189,188,moderate
2024-05-04T19:30Z,2024-05-04T20:00Z,187,190,high
2024-05-04T20:00Z,2024-05-04T20:30Z,189,191,high
2024-05-04T20:30Z,2024-05-04T21:00Z,188,189,moderate
2024-05-04T21:00Z,2024-05-04T21:30Z,187,184,moderate
2024-05-04T21:30Z,2024-05-04T22:00Z,198,164,moderate
2024-05-04T22:00Z,2024-05-04T22:30Z,197,160,moderate
2024-05-04T22:30Z,2024-05-04T23:00Z,170,157,moderate
2024-05-04T23:00Z,2024-05-04T23:30Z,176,151,moderate
2024-05-04T23:30Z,2024-05-05T00:00Z,185,156,moderate
2024-05-05T00:00Z,2024-05-05T00:30Z,158,158,moderate
2024-05-05T00:30Z,2024-05-05T01:00Z,160,161,moderate
2024-05-05T01:00Z,2024-05-05T01:30Z,165,162,moderate
2024-05-05T01:30Z,2024-05-05T02:00Z,168,161,moderate
2024-05-05T02:00Z,2024-05-05T02:30Z,171,161,moderate
2024-05-05T02:30Z,2024-05-05T03:00Z,162,159,moderate
2024-05-05T03:00Z,2024-05-05T03:30Z,164,156,moderate
2024-05-05T03:30Z,2024-05-05T04:00Z,168,157,moderate
2024-05-05T04:00Z,2024-05-05T04:30Z,163,158,moderate
2024-05-05T04:30Z,2024-05-05T05:00Z,166,167,moderate
2024-05-05T05:00Z,2024-05-05T05:30Z,164,167,moderate
2024-05-05T05:30Z,2024-05-05T06:00Z,177,169,moderate
2024-05-05T06:00Z,2024-05-05T06:30Z,170,168,moderate
2024-05-05T06:30Z,2024-05-05T07:00Z,173,163,moderate
2024-05-05T07:00Z,2024-05-05T07:30Z,169,156,moderate
2024-05-05T07:30Z,2024-05-05T08:00Z,164,147,moderate
2024-05-05T08:00Z,2024-05-05T08:30Z,155,142,moderate
2024-05-05T08:30Z,2024-05-05T09:00Z,145,137,moderate
2024-05-05T09:00Z,2024-05-05T09:30Z,139,132,moderate
2024-05-05T09:30Z,2024-05-05T10:00Z,138,131,moderate
2024-05-05T10:00Z,2024-05-05T10:30Z,136,131,moderate
2024-05-05T10:30Z,2024-05-05T11:00Z,130,128,moderate
2024-05-05T11:00Z,2024-05-05T11:30Z,132,129,moderate
2024-05-05T11:30Z,2024-05-05T12:00Z,131,132,moderate
2024-05-05T12:00Z,2024-05-05T12:30Z,134,134,moderate
2024-05-05T12:30Z,2024-05-05T13:00Z,134,138,moderate
2024-05-05T13:00Z,2024-05-05T13:30Z,136,140,moderate
2024-05-05T13:30Z,2024-05-05T14:00Z,137,148,moderate
2024-05-05T14:00Z,2024-05-05T14:30Z,140,153,moderate
2024-05-05T14:30Z,2024-05-05T15:00Z,146,167,moderate
2024-05-05T15:00Z,2024-05-05T15:30Z,156,176,moderate
2024-05-05T15:30Z,2024-05-05T16:00Z,176,184,moderate
2024-05-05T16:00Z,2024-05-05T16:30Z,179,187,moderate
2024-05-05T16:30Z,2024-05-05T17:00Z,193,190,high
2024-05-05T17:00Z,2024-05-05T17:30Z,200,195,high
2024-05-05T17:30Z,2024-05-05T18:00Z,200,193,high
2024-05-05T18:00Z,2024-05-05T18:30Z,204,198,high
2024-05-05T18:30Z,2024-05-05T19:00Z,199,202,high
2024-05-05T19:00Z,2024-05-05T19:30Z,205,202,high
2024-05-05T19:30Z,2024-05-05T20:00Z,206,202,high
2024-05-05T20:00Z,2024-05-05T20:30Z,206,202,high
2024-05-05T20:30Z,2024-05-05T21:00Z,196,192,high
2024-05-05T21:00Z,2024-05-05T21:30Z,204,181,moderate
2024-05-05T21:30Z,2024-05-05T22:00Z,198,162,moderate
2024-05-05T22:00Z,2024-05-05T22:30Z,182,157,moderate
2024-05-05T22:30Z,2024-05-05T23:00Z,173,155,moderate
2024-05-05T23:00Z,2024-05-05T23:30Z,170,155,moderate
2024-05-05T23:30Z,2024-05-06T00:00Z,172,159,moderate
2024-05-06T00:00Z,2024-05-06T00:30Z,162,165,moderate
2024-05-06T00:30Z,2024-05-06T01:00Z,165,167,moderate
2024-05-06T01:00Z,2024-05-06T01:30Z,172,165,moderate
2024-05-06T01:30Z,2024-05-06T02:00Z,176,163,moderate
2024-05-06T02:00Z,2024-05-06T02:30Z,172,161,moderate
2024-05-06T02:30Z,2024-05-06T03:00Z,173,168,moderate
2024-05-06T03:00Z,2024-05-06T03:30Z,174,166,moderate
2024-05-06T03:30Z,2024-05-06T04:00Z,182,177,moderate
2024-05-06T04:00Z,2024-05-06T04:30Z,180,173,moderate
2024-05-06T04:30Z,2024-05-06T05:00Z,181,169,moderate
2024-05-06T05:00Z,2024-05-06T05:30Z,180,169,moderate
2024-05-06T05:30Z,2024-05-06T06:00Z,173,163,moderate
2024-05-06T06:00Z,2024-05-06T06:30Z,170,161,moderate
2024-05-06T06:30Z,2024-05-06T07:00Z,167,163,moderate
2024-05-06T07:00Z,2024-05-06T07:30Z,169,160,moderate
2024-05-06T07:30Z,2024-05-06T08:00Z,159,153,moderate
2024-05-06T08:00Z,2024-05-06T08:30Z,156,148,moderate
2024-05-06T08:30Z,2024-05-06T09:00Z,155,145,moderate
2024-05-06T09:00Z,2024-05-06T09:30Z,153,142,moderate
2024-05-06T09:30Z,2024-05-06T10:00Z,138,138,moderate
2024-05-06T10:00Z,2024-05-06T10:30Z,144,138,moderate
2024-05-06T10:30Z,2024-05-06T11:00Z,138,131,moderate
2024-05-06T11:00Z,2024-05-06T11:30Z,139,130,moderate
2024-05-06T11:30Z,2024-05-06T12:00Z,132,132,moderate
2024-05-06T12:00Z,2024-05-06T12:30Z,131,130,moderate
2024-05-06T12:30Z,2024-05-06T13:00Z,131,132,moderate
2024-05-06T13:00Z,2024-05-06T13:30Z,129,132,moderate
2024-05-06T13:30Z,2024-05-06T14:00Z,131,132,moderate
2024-05-06T14:00Z,2024-05-06T14:30Z,135,141,moderate
2024-05-06T14:30Z,2024-05-06T15:00Z,137,155,moderate
2024-05-06T15:00Z,2024-05-06T15:30Z,154,168,moderate
2024-05-06T15:30Z,2024-05-06T16:00Z,159,172,moderate
2024-05-06T16:00Z,2024-05-06T16:30Z,177,173,moderate
2024-05-06T16:30Z,2024-05-06T17:00Z,181,182,moderate
2024-05-06T17:00Z,2024-05-06T17:30Z,179,184,moderate
2024-05-06T17:30Z,2024-05-06T18:00Z,180,189,moderate
2024-05-06T18:00Z,2024-05-06T18:30Z,188,194,high
2024-05-06T18:30Z,2024-05-06T19:00Z,191,191,high
2024-05-06T19:00Z,2024-05-06T19:30Z,197,193,high
2024-05-06T19:30Z,2024-05-06T20:00Z,197,191,high
2024-05-06T20:00Z,2024-05-06T20:30Z,197,187,moderate
2024-05-06T20:30Z,2024-05-06T21:00Z,184,183,moderate
2024-05-06T21:00Z,2024-05-06T21:30Z,182,176,moderate
2024-05-06T21:30Z,2024-05-06T22:00Z,170,166,moderate
2024-05-06T22:00Z,2024-05-06T22:30Z,157,160,moderate
2024-05-06T22:30Z,2024-05-06T23:00Z,176,153,moderate
2024-05-06T23:00Z,2024-05-06T23:30Z,165,156,moderate
2024-05-06T23:30Z,2024-05-07T00:00Z,170,155,moderate
2024-05-07T00:00Z,2024-05-07T00:30Z,159,156,moderate
2024-05-07T00:30Z,2024-05-07T01:00Z,159,158,moderate
2024-05-07T01:00Z,2024-05-07T01:30Z,158,157,moderate
2024-05-07T01:30Z,2024-05-07T02:00Z,161,161,moderate
2024-05-07T02:00Z,2024-05-07T02:30Z,164,160,moderate
2024-05-07T02:30Z,2024-05-07T03:00Z,169,164,moderate
2024-05-07T03:00Z,2024-05-07T03:30Z,171,167,moderate
2024-05-07T03:30Z,2024-05-07T04:00Z,167,175,moderate
2024-05-07T04:00Z,2024-05-07T04:30Z,171,184,moderate
2024-05-07T04:30Z,2024-05-07T05:00Z,182,195,high
2024-05-07T05:00Z,2024-05-07T05:30Z,207,193,high
2024-05-07T05:30Z,2024-05-07T06:00Z,208,189,moderate
2024-05-07T06:00Z,2024-05-07T06:30Z,201,181,moderate
2024-05-07T06:30Z,2024-05-07T07:00Z,183,176,moderate
2024-05-07T07:00Z,2024-05-07T07:30Z,177,168,moderate
2024-05-07T07:30Z,2024-05-07T08:00Z,178,160,moderate
2024-05-07T08:00Z,2024-05-07T08:30Z,172,155,moderate
2024-05-07T08:30Z,2024-05-07T09:00Z,157,147,moderate
2024-05-07T09:00Z,2024-05-07T09:30Z,156,142,moderate
2024-05-07T09:30Z,2024-05-07T10:00Z,150,140,moderate
2024-05-07T10:00Z,2024-05-07T10:30Z,136,138,moderate
2024-05-07T10:30Z,2024-05-07T11:00Z,152,136,moderate
2024-05-07T11:00Z,2024-05-07T11:30Z,150,135,moderate
2024-05-07T11:30Z,2024-05-07T12:00Z,133,129,moderate
2024-05-07T12:00Z,2024-05-07T12:30Z,128,130,moderate
2024-05-07T12:30Z,2024-05-07T13:00Z,125,132,moderate
2024-05-07T13:00Z,2024-05-07T13:30Z,132,129,moderate
2024-05-07T13:30Z,2024-05-07T14:00Z,132,137,moderate
2024-05-07T14:00Z,2024-05-07T14:30Z,140,145,moderate
2024-05-07T14:30Z,2024-05-07T15:00Z,150,155,moderate
2024-05-07T15:00Z,2024-05-07T15:30Z,165,167,moderate
2024-05-07T15:30Z,2024-05-07T16:00Z,166,178,moderate
2024-05-07T16:00Z,2024-05-07T16:30Z,172,186,moderate
2024-05-07T16:30Z,2024-05-07T17:00Z,170,188,moderate
2024-05-07T17:00Z,2024-05-07T17:30Z,173,194,high
2024-05-07T17:30Z,2024-05-07T18:00Z,197,197,high
2024-05-07T18:00Z,2024-05-07T18:30Z,202,200,high
2024-05-07T18:30Z,2024-05-07T19:00Z,205,205,high
2024-05-07T19:00Z,2024-05-07T19:30Z,204,212,high
2024-05-07T19:30Z,2024-05-07T20:00Z,207,206,high
2024-05-07T20:00Z,2024-05-07T20:30Z,217,204,high
2024-05-07T20:30Z,2024-05-07T21:00Z,208,196,high
2024-05-07T21:00Z,2024-05-07T21:30Z,205,187,moderate
2024-05-07T21:30Z,2024-05-07T22:00Z,199,171,moderate
2024-05-07T22:00Z,2024-05-07T22:30Z,189,164,moderate
2024-05-07T22:30Z,2024-05-07T23:00Z,172,161,moderate
2024-05-07T23:00Z,2024-05-07T23:30Z,169,160,moderate
2024-05-07T23:30Z,2024-05-08T00:00Z,166,161,moderate
2024-05-08T00:00Z,2024-05-08T00:30Z,165,159,moderate
2024-05-08T00:30Z,2024-05-08T01:00Z,160,160,moderate
2024-05-08T01:00Z,2024-05-08T01:30Z,163,158,moderate
2024-05-08T01:30Z,2024-05-08T02:00Z,166,161,moderate
2024-05-08T02:00Z,2024-05-08T02:30Z,161,161,moderate
2024-05-08T02:30Z,2024-05-08T03:00Z,167,165,moderate
2024-05-08T03:00Z,2024-05-08T03:30Z,166,172,moderate
2024-05-08T03:30Z,2024-05-08T04:00Z,172,182,moderate
2024-05-08T04:00Z,2024-05-08T04:30Z,174,189,moderate
2024-05-08T04:30Z,2024-05-08T05:00Z,193,198,high
2024-05-08T05:00Z,2024-05-08T05:30Z,201,202,high
2024-05-08T05:30Z,2024-05-08T06:00Z,215,201,high
2024-05-08T06:00Z,2024-05-08T06:30Z,207,200,high
2024-05-08T06:30Z,2024-05-08T07:00Z,202,191,high
2024-05-08T07:00Z,2024-05-08T07:30Z,201,182,moderate
2024-05-08T07:30Z,2024-05-08T08:00Z,189,175,moderate
2024-05-08T08:00Z,2024-05-08T08:30Z,179,162,moderate
2024-05-08T08:30Z,2024-05-08T09:00Z,170,143,moderate
2024-05-08T09:00Z,2024-05-08T09:30Z,155,125,moderate
2024-05-08T09:30Z,2024-05-08T10:00Z,136,106,low
2024-05-08T10:00Z,2024-05-08T10:30Z,125,98,low
2024-05-08T10:30Z,2024-05-08T11:00Z,104,94,low
2024-05-08T11:00Z,2024-05-08T11:30Z,97,92,low
2024-05-08T11:30Z,2024-05-08T12:00Z,94,93,low
2024-05-08T12:00Z,2024-05-08T12:30Z,93,90,low
2024-05-08T12:30Z,2024-05-08T13:00Z,95,88,low
2024-05-08T13:00Z,2024-05-08T13:30Z,91,92,low
2024-05-08T13:30Z,2024-05-08T14:00Z,87,91,low
2024-05-08T14:00Z,2024-05-08T14:30Z,96,98,low
2024-05-08T14:30Z,2024-05-08T15:00Z,96,118,moderate
2024-05-08T15:00Z,2024-05-08T15:30Z,105,131,moderate
2024-05-08T15:30Z,2024-05-08T16:00Z,126,152,moderate
2024-05-08T16:00Z,2024-05-08T16:30Z,138,162,moderate
2024-05-08T16:30Z,2024-05-08T17:00Z,164,167,moderate
2024-05-08T17:00Z,2024-05-08T17:30Z,174,172,moderate
2024-05-08T17:30Z,2024-05-08T18:00Z,178,178,moderate
2024-05-08T18:00Z,2024-05-08T18:30Z,179,182,moderate
2024-05-08T18:30Z,2024-05-08T19:00Z,178,183,moderate
2024-05-08T19:00Z,2024-05-08T19:30Z,180,183,moderate
2024-05-08T19:30Z,2024-05-08T20:00Z,184,181,moderate
2024-05-08T20:00Z,2024-05-08T20:30Z,178,175,moderate
2024-05-08T20:30Z,2024-05-08T21:00Z,176,157,moderate
2024-05-08T21:00Z,2024-05-08T21:30Z,171,143,moderate
2024-05-08T21:30Z,2024-05-08T22:00Z,174,134,moderate
2024-05-08T22:00Z,2024-05-08T22:30Z,144,126,moderate
2024-05-08T22:30Z,2024-05-08T23:00Z,169,116,moderate
2024-05-08T23:00Z,2024-05-08T23:30Z,131,112,moderate
2024-05-08T23:30Z,2024-05-09T00:00Z,120,116,moderate
2024-05-09T00:00Z,2024-05-09T00:30Z,130,112,moderate
2024-05-09T00:30Z,2024-05-09T01:00Z,118,110,moderate
2024-05-09T01:00Z,2024-05-09T01:30Z,114,109,low
2024-05-09T01:30Z,2024-05-09T02:00Z,116,111,moderate
2024-05-09T02:00Z,2024-05-09T02:30Z,117,112,moderate
2024-05-09T02:30Z,2024-05-09T03:00Z,119,108,low
2024-05-09T03:00Z,2024-05-09T03:30Z,121,112,moderate
2024-05-09T03:30Z,2024-05-09T04:00Z,117,113,moderate
2024-05-09T04:00Z,2024-05-09T04:30Z,120,115,moderate
2024-05-09T04:30Z,2024-05-09T05:00Z,120,121,moderate
2024-05-09T05:00Z,2024-05-09T05:30Z,123,132,moderate
2024-05-09T05:30Z,2024-05-09T06:00Z,134,150,moderate
2024-05-09T06:00Z,2024-05-09T06:30Z,137,150,moderate
2024-05-09T06:30Z,2024-05-09T07:00Z,154,147,moderate
2024-05-09T07:00Z,2024-05-09T07:30Z,148,140,moderate
2024-05-09T07:30Z,2024-05-09T08:00Z,144,137,moderate
2024-05-09T08:00Z,2024-05-09T08:30Z,137,122,moderate
2024-05-09T08:30Z,2024-05-09T09:00Z,132,113,moderate
2024-05-09T09:00Z,2024-05-09T09:30Z,123,106,low
2024-05-09T09:30Z,2024-05-09T10:00Z,113,103,low
2024-05-09T10:00Z,2024-05-09T10:30Z,109,101,low
2024-05-09T10:30Z,2024-05-09T11:00Z,105,98,low
2024-05-09T11:00Z,2024-05-09T11:30Z,104,97,low
2024-05-09T11:30Z,2024-05-09T12:00Z,100,95,low
2024-05-09T12:00Z,2024-05-09T12:30Z,101,96,low
2024-05-09T12:30Z,2024-05-09T13:00Z,99,95,low
2024-05-09T13:00Z,2024-05-09T13:30Z,103,98,low
2024-05-09T13:30Z,2024-05-09T14:00Z,100,106,low
2024-05-09T14:00Z,2024-05-09T14:30Z,104,115,moderate
2024-05-09T14:30Z,2024-05-09T15:00Z,115,125,moderate
2024-05-09T15:00Z,2024-05-09T15:30Z,126,143,moderate
2024-05-09T15:30Z,2024-05-09T16:00Z,138,158,moderate
2024-05-09T16:00Z,2024-05-09T16:30Z,140,173,moderate
2024-05-09T16:30Z,2024-05-09T17:00Z,166,177,moderate
2024-05-09T17:00Z,2024-05-09T17:30Z,180,186,moderate
2024-05-09T17:30Z,2024-05-09T18:00Z,188,198,high
2024-05-09T18:00Z,2024-05-09T18:30Z,190,200,high
2024-05-09T18:30Z,2024-05-09T19:00Z,198,202,high
2024-05-09T19:00Z,2024-05-09T19:30Z,207,206,high
2024-05-09T19:30Z,2024-05-09T20:00Z,207,208,high
2024-05-09T20:00Z,2024-05-09T20:30Z,211,207,high
2024-05-09T20:30Z,2024-05-09T21:00Z,212,209,high
2024-05-09T21:00Z,2024-05-09T21:30Z,210,202,high
2024-05-09T21:30Z,2024-05-09T22:00Z,210,193,high
2024-05-09T22:00Z,2024-05-09T22:30Z,196,187,moderate
2024-05-09T22:30Z,2024-05-09T23:00Z,193,180,moderate
2024-05-09T23:00Z,2024-05-09T23:30Z,195,174,moderate
2024-05-09T23:30Z,2024-05-10T00:00Z,178,174,moderate
2024-05-10T00:00Z,2024-05-10T00:30Z,180,173,moderate
2024-05-10T00:30Z,2024-05-10T01:00Z,175,170,moderate
2024-05-10T01:00Z,2024-05-10T01:30Z,178,169,moderate
2024-05-10T01:30Z,2024-05-10T02:00Z,176,172,moderate
2024-05-10T02:00Z,2024-05-10T02:30Z,174,174,moderate
2024-05-10T02:30Z,2024-05-10T03:00Z,178,173,moderate
2024-05-10T03:00Z,2024-05-10T03:30Z,178,174,moderate
2024-05-10T03:30Z,2024-05-10T04:00Z,175,178,moderate
2024-05-10T04:00Z,2024-05-10T04:30Z,179,180,moderate
2024-05-10T04:30Z,2024-05-10T05:00Z,185,182,moderate
2024-05-10T05:00Z,2024-05-10T05:30Z,191,186,moderate
2024-05-10T05:30Z,2024-05-10T06:00Z,196,186,moderate
2024-05-10T06:00Z,2024-05-10T06:30Z,202,183,moderate
2024-05-10T06:30Z,2024-05-10T07:00Z,196,180,moderate
2024-05-10T07:00Z,2024-05-10T07:30Z,187,172,moderate
2024-05-10T07:30Z,2024-05-10T08:00Z,180,166,moderate
2024-05-10T08:00Z,2024-05-10T08:30Z,176,155,moderate
2024-05-10T08:30Z,2024-05-10T09:00Z,169,145,moderate
2024-05-10T09:00Z,2024-05-10T09:30Z,157,138,moderate
2024-05-10T09:30Z,2024-05-10T10:00Z,147,129,moderate
2024-05-10T10:00Z,2024-05-10T10:30Z,139,123,moderate
2024-05-10T10:30Z,2024-05-10T11:00Z,133,116,moderate
2024-05-10T11:00Z,2024-05-10T11:30Z,130,110,moderate
2024-05-10T11:30Z,2024-05-10T12:00Z,121,103,low
2024-05-10T12:00Z,2024-05-10T12:30Z,111,100,low
2024-05-10T12:30Z,2024-05-10T13:00Z,103,100,low
2024-05-10T13:00Z,2024-05-10T13:30Z,105,99,low
2024-05-10T13:30Z,2024-05-10T14:00Z,105,100,low
2024-05-10T14:00Z,2024-05-10T14:30Z,105,105,low
2024-05-10T14:30Z,2024-05-10T15:00Z,107,112,moderate
2024-05-10T15:00Z,2024-05-10T15:30Z,114,122,moderate
2024-05-10T15:30Z,2024-05-10T16:00Z,125,136,moderate
2024-05-10T16:00Z,2024-05-10T16:30Z,132,144,moderate
2024-05-10T16:30Z,2024-05-10T17:00Z,146,155,moderate
